task_id,image0,image1,winner,user
3685,159,185,1,karyn
3686,127,131,1,karyn
3687,121,175,1,karyn
3688,195,189,1,karyn
3689,149,170,1,karyn
369,155,165,0,karyn
3690,149,151,1,karyn
3691,137,208,1,karyn
3692,139,181,0,karyn
3693,138,213,0,karyn
3694,146,195,0,karyn
3695,203,216,0,karyn
3696,135,196,1,karyn
3697,123,206,0,karyn
3698,167,192,1,karyn
3699,171,175,0,karyn
37,125,188,1,karyn
370,141,169,1,karyn
3700,125,146,1,karyn
3701,187,129,1,karyn
3702,185,209,0,karyn
3703,153,162,1,karyn
3704,183,217,0,karyn
3705,211,220,1,karyn
3706,128,170,0,karyn
3707,151,217,0,karyn
3708,157,187,0,karyn
3709,132,130,0,karyn
371,142,172,1,karyn
3710,154,163,0,karyn
3711,174,192,1,karyn
3712,140,171,1,karyn
3713,213,171,0,karyn
3714,149,178,1,karyn
3715,178,184,0,karyn
3716,208,169,0,karyn
3717,179,185,0,karyn
3718,131,144,0,karyn
3719,133,177,0,karyn
372,218,220,1,karyn
3720,125,136,1,karyn
3721,206,218,0,karyn
3722,139,190,0,karyn
3723,164,204,1,karyn
3724,196,220,0,karyn
3725,217,192,1,karyn
3726,153,190,1,karyn
3727,150,155,1,karyn
3728,193,167,1,karyn
3729,193,215,1,karyn
373,153,175,1,karyn
3730,188,210,0,karyn
3731,189,199,0,karyn
3732,138,171,1,karyn
3733,192,217,0,karyn
3734,179,205,0,karyn
3735,176,155,0,karyn
3736,202,128,1,karyn
3737,175,194,1,karyn
3738,162,197,1,karyn
3739,134,174,1,karyn
374,142,165,1,karyn
3740,134,195,1,karyn
3741,135,152,0,karyn
3742,131,187,0,karyn
3743,189,208,0,karyn
3744,166,187,0,karyn
3745,142,162,0,karyn
3746,197,219,0,karyn
3747,161,219,1,karyn
3748,164,211,0,karyn
3749,158,169,1,karyn
375,151,178,1,karyn
3750,148,178,1,karyn
3751,197,155,0,karyn
3752,168,192,1,karyn
3753,128,129,0,karyn
3754,181,188,1,karyn
3755,159,215,1,karyn
3756,183,193,0,karyn
3757,145,157,1,karyn
3758,213,163,0,karyn
3759,169,195,0,karyn
376,144,188,1,karyn
3760,172,215,1,karyn
3761,212,214,0,karyn
3762,155,177,0,karyn
3763,165,205,1,karyn
3764,212,218,0,karyn
3765,158,173,1,karyn
3766,173,211,0,karyn
3767,194,181,0,karyn
3768,183,143,0,karyn
3769,121,191,0,karyn
377,125,197,1,karyn
3770,142,211,1,karyn
3771,145,202,1,karyn
3772,136,215,0,karyn
3773,163,200,0,karyn
3774,126,138,1,karyn
3775,161,218,0,karyn
3776,171,178,1,karyn
3777,145,131,1,karyn
3778,159,170,1,karyn
3779,180,190,1,karyn
378,197,203,0,karyn
3780,157,199,0,karyn
3781,183,219,0,karyn
3782,220,192,1,karyn
3783,146,163,0,karyn
3784,211,216,1,karyn
3785,220,131,1,karyn
3786,153,159,1,karyn
3787,175,182,0,karyn
3788,130,156,1,karyn
3789,125,212,1,karyn
379,198,160,0,karyn
3790,135,191,0,karyn
3791,153,188,1,karyn
3792,152,167,0,karyn
3793,188,205,0,karyn
3794,129,160,1,karyn
3795,153,185,1,karyn
3796,197,190,0,karyn
3797,136,203,0,karyn
3798,191,219,1,karyn
3799,198,213,0,karyn
38,128,204,1,karyn
380,197,206,0,karyn
3800,176,187,0,karyn
3801,191,166,1,karyn
3802,192,174,0,karyn
3803,187,213,1,karyn
3804,132,158,0,karyn
3805,147,199,0,karyn
3806,139,145,0,karyn
3807,136,194,1,karyn
3808,186,213,1,karyn
3809,160,182,0,karyn
381,160,189,1,karyn
3810,127,136,1,karyn
3811,166,216,0,karyn
3812,163,195,1,karyn
3813,186,207,1,karyn
3814,142,161,1,karyn
3815,131,162,0,karyn
3816,197,200,0,karyn
3817,126,142,0,karyn
3818,130,209,1,karyn
3819,134,206,0,karyn
382,169,207,0,karyn
3820,131,204,1,karyn
3821,177,178,1,karyn
3822,166,170,0,karyn
3823,121,176,1,karyn
3824,160,173,0,karyn
3825,189,213,0,karyn
3826,134,192,1,karyn
3827,154,184,0,karyn
3828,165,212,1,karyn
3829,140,211,0,karyn
383,178,180,0,karyn
3830,163,171,1,karyn
3831,146,194,1,karyn
3832,123,151,1,karyn
3833,141,216,0,karyn
3834,141,163,1,karyn
3835,143,215,1,karyn
3836,182,188,1,karyn
3837,183,208,0,karyn
3838,133,212,0,karyn
3839,211,217,1,karyn
384,214,203,1,karyn
3840,142,156,1,karyn
3841,187,188,1,karyn
3842,137,186,0,karyn
3843,153,181,0,karyn
3844,147,203,0,karyn
3845,155,158,0,karyn
3846,142,150,1,karyn
3847,178,182,0,karyn
3848,125,149,0,karyn
3849,157,172,0,karyn
385,166,176,0,karyn
3850,156,168,0,karyn
3851,184,217,0,karyn
3852,184,195,0,karyn
3853,137,216,0,karyn
3854,124,134,0,karyn
3855,199,217,1,karyn
3856,130,182,0,karyn
3857,127,179,1,karyn
3858,183,210,0,karyn
3859,158,152,1,karyn
386,172,127,0,karyn
3860,175,210,0,karyn
3861,189,212,0,karyn
3862,162,125,1,karyn
3863,168,195,1,karyn
3864,155,170,1,karyn
3865,121,122,0,karyn
3866,142,184,1,karyn
3867,171,181,0,karyn
3868,140,150,1,karyn
3869,146,213,0,karyn
387,171,212,0,karyn
3870,162,182,0,karyn
3871,124,219,0,karyn
3872,130,166,1,karyn
3873,152,212,0,karyn
3874,145,186,0,karyn
3875,167,171,1,karyn
3876,177,147,1,karyn
3877,137,213,1,karyn
3878,134,158,0,karyn
3879,176,198,0,karyn
388,175,216,0,karyn
3880,175,121,0,karyn
3881,156,193,0,karyn
3882,121,134,0,karyn
3883,157,174,1,karyn
3884,128,197,0,karyn
3885,145,170,1,karyn
3886,122,157,1,karyn
3887,151,218,0,karyn
3888,136,191,0,karyn
3889,187,207,1,karyn
389,143,172,1,karyn
3890,165,195,1,karyn
3891,160,177,0,karyn
3892,185,213,0,karyn
3893,206,142,0,karyn
3894,185,208,1,karyn
3895,205,206,0,karyn
3896,153,122,1,karyn
3897,130,144,1,karyn
3898,145,178,1,karyn
3899,200,201,1,karyn
39,158,212,1,karyn
390,209,158,0,karyn
3900,165,146,1,karyn
3901,182,198,1,karyn
3902,154,200,0,karyn
3903,158,203,0,karyn
3904,177,220,0,karyn
3905,143,161,1,karyn
3906,136,190,0,karyn
3907,189,144,0,karyn
3908,189,207,0,karyn
3909,134,138,1,karyn
391,164,174,0,karyn
3910,128,183,0,karyn
3911,124,205,0,karyn
3912,217,178,1,karyn
3913,175,147,0,karyn
3914,151,143,0,karyn
3915,151,212,1,karyn
3916,161,168,0,karyn
3917,128,134,0,karyn
3918,188,220,0,karyn
3919,150,185,1,karyn
392,149,165,0,karyn
3920,153,160,1,karyn
3921,149,182,1,karyn
3922,137,145,0,karyn
3923,174,183,1,karyn
3924,158,186,0,karyn
3925,176,211,0,karyn
3926,198,141,0,karyn
3927,145,191,0,karyn
3928,127,202,1,karyn
3929,177,176,1,karyn
393,189,129,0,karyn
3930,201,184,1,karyn
3931,121,154,1,karyn
3932,148,193,0,karyn
3933,135,187,0,karyn
3934,147,173,0,karyn
3935,170,138,0,karyn
3936,150,211,0,karyn
3937,152,201,0,karyn
3938,138,164,0,karyn
3939,146,204,1,karyn
394,131,137,0,karyn
3940,137,154,1,karyn
3941,126,175,1,karyn
3942,194,203,0,karyn
3943,131,170,1,karyn
3944,146,164,1,karyn
3945,167,214,0,karyn
3946,122,194,1,karyn
3947,170,176,1,karyn
3948,129,214,0,karyn
3949,124,188,1,karyn
395,136,147,0,karyn
3950,150,187,0,karyn
3951,197,128,0,karyn
3952,145,211,0,karyn
3953,212,182,0,karyn
3954,165,213,1,karyn
3955,123,157,1,karyn
3956,139,213,0,karyn
3957,122,160,1,karyn
3958,193,215,1,karyn
3959,126,213,1,karyn
396,157,181,0,karyn
3960,206,220,0,karyn
3961,156,165,0,karyn
3962,153,211,0,karyn
3963,156,175,0,karyn
3964,220,205,1,karyn
3965,171,183,1,karyn
3966,123,137,0,karyn
3967,130,145,1,karyn
3968,199,207,1,karyn
3969,140,157,1,karyn
397,179,215,0,karyn
3970,132,175,1,karyn
3971,134,176,1,karyn
3972,141,214,0,karyn
3973,211,144,1,karyn
3974,197,213,0,karyn
3975,143,165,1,karyn
3976,178,198,0,karyn
3977,133,185,1,karyn
3978,159,178,1,karyn
3979,171,179,1,karyn
398,159,182,0,karyn
3980,154,203,0,karyn
3981,127,164,1,karyn
3982,207,199,0,karyn
3983,158,168,1,karyn
3984,161,220,0,karyn
3985,136,162,0,karyn
3986,163,212,1,karyn
3987,173,218,0,karyn
3988,183,214,0,karyn
3989,188,128,0,karyn
399,141,198,1,karyn
3990,183,216,0,karyn
3991,128,148,0,karyn
3992,133,186,0,karyn
3993,122,220,1,karyn
3994,215,133,1,karyn
3995,132,133,1,karyn
3996,156,162,0,karyn
3997,122,205,1,karyn
3998,130,148,1,karyn
3999,145,213,1,karyn
4,194,216,0,karyn
40,195,204,1,karyn
400,128,152,0,karyn
4000,183,205,0,karyn
4001,127,207,1,karyn
4002,159,203,0,karyn
4003,156,126,0,karyn
4004,137,161,1,karyn
4005,153,199,0,karyn
4006,173,203,0,karyn
4007,122,146,1,karyn
4008,148,171,1,karyn
4009,127,190,1,karyn
401,126,182,0,karyn
4010,140,213,1,karyn
4011,203,189,1,karyn
4012,171,185,0,karyn
4013,181,199,1,karyn
4014,133,216,0,karyn
4015,137,168,1,karyn
4016,143,212,1,karyn
4017,177,199,0,karyn
4018,146,130,0,karyn
4019,182,199,1,karyn
402,213,215,0,karyn
4020,134,153,0,karyn
4021,148,153,0,karyn
4022,161,205,1,karyn
4023,181,213,1,karyn
4024,166,184,0,karyn
4025,170,203,0,karyn
4026,215,219,1,karyn
4027,220,161,1,karyn
4028,148,206,0,karyn
4029,174,136,1,karyn
403,131,138,1,karyn
4030,150,189,1,karyn
4031,194,204,1,karyn
4032,135,137,0,karyn
4033,136,164,0,karyn
4034,131,160,1,karyn
4035,128,216,0,karyn
4036,203,209,1,karyn
4037,154,204,1,karyn
4038,178,214,0,karyn
4039,138,145,0,karyn
404,133,198,1,karyn
4040,149,181,1,karyn
4041,190,159,0,karyn
4042,133,203,0,karyn
4043,198,209,0,karyn
4044,176,203,0,karyn
4045,169,179,1,karyn
4046,186,194,1,karyn
4047,173,199,0,karyn
4048,158,147,1,karyn
4049,122,164,1,karyn
405,127,151,1,karyn
4050,219,162,0,karyn
4051,132,182,0,karyn
4052,169,214,0,karyn
4053,130,210,1,karyn
4054,180,163,1,karyn
4055,219,129,0,karyn
4056,215,197,1,karyn
4057,124,157,0,karyn
4058,194,211,0,karyn
4059,177,185,1,karyn
406,153,163,1,karyn
4060,160,207,0,karyn
4061,130,136,1,karyn
4062,140,194,1,karyn
4063,181,198,1,karyn
4064,140,177,1,karyn
4065,182,214,1,karyn
4066,190,158,0,karyn
4067,127,147,1,karyn
4068,176,134,0,karyn
4069,158,144,1,karyn
407,132,219,1,karyn
4070,124,166,1,karyn
4071,177,160,1,karyn
4072,173,209,1,karyn
4073,135,204,0,karyn
4074,186,192,1,karyn
4075,121,128,1,karyn
4076,137,217,1,karyn
4077,215,185,1,karyn
4078,166,193,0,karyn
4079,129,187,0,karyn
408,138,180,0,karyn
4080,152,174,1,karyn
4081,220,162,0,karyn
4082,129,142,0,karyn
4083,193,121,1,karyn
4084,174,149,0,karyn
4085,212,204,1,karyn
4086,170,212,0,karyn
4087,212,208,0,karyn
4088,162,163,1,karyn
4089,144,205,1,karyn
409,204,212,0,karyn
4090,146,192,1,karyn
4091,130,188,1,karyn
4092,147,185,1,karyn
4093,139,196,1,karyn
4094,161,178,1,karyn
4095,190,174,0,karyn
4096,159,188,1,karyn
4097,142,177,1,karyn
4098,199,206,1,karyn
4099,176,218,0,karyn
41,122,130,0,karyn
410,129,152,1,karyn
4100,181,183,1,karyn
4101,133,142,0,karyn
4102,144,183,1,karyn
4103,122,189,1,karyn
4104,161,212,0,karyn
4105,130,152,1,karyn
4106,187,209,1,karyn
4107,161,173,0,karyn
4108,200,211,0,karyn
4109,139,216,0,karyn
411,153,180,0,karyn
4110,127,181,1,karyn
4111,197,189,0,karyn
4112,201,219,1,karyn
4113,157,200,0,karyn
4114,191,209,1,karyn
4115,132,220,0,karyn
4116,144,146,1,karyn
4117,192,216,0,karyn
4118,132,152,1,karyn
4119,209,143,0,karyn
412,131,167,0,karyn
4120,186,205,1,karyn
4121,135,211,0,karyn
4122,140,192,1,karyn
4123,182,183,1,karyn
4124,139,173,0,karyn
4125,174,218,0,karyn
4126,176,209,0,karyn
4127,140,205,1,karyn
4128,200,191,1,karyn
4129,125,173,0,karyn
413,133,182,0,karyn
4130,145,212,1,karyn
4131,163,199,0,karyn
4132,145,208,1,karyn
4133,133,168,0,karyn
4134,150,174,0,karyn
4135,213,192,1,karyn
4136,177,126,0,karyn
4137,209,212,0,karyn
4138,156,206,0,karyn
4139,150,205,1,karyn
414,152,182,0,karyn
4140,149,202,1,karyn
4141,217,218,0,karyn
4142,219,201,0,karyn
4143,214,140,1,karyn
4144,162,164,1,karyn
4145,181,220,1,karyn
4146,157,195,0,karyn
4147,188,219,0,karyn
4148,145,205,1,karyn
4149,148,186,0,karyn
415,187,212,1,karyn
4150,184,149,0,karyn
4151,140,155,1,karyn
4152,218,176,1,karyn
4153,135,178,0,karyn
4154,147,192,1,karyn
4155,128,163,0,karyn
4156,135,132,0,karyn
4157,130,211,1,karyn
4158,157,162,0,karyn
4159,122,150,1,karyn
416,173,217,1,karyn
4160,216,144,1,karyn
4161,134,202,1,karyn
4162,159,195,1,karyn
4163,134,145,1,karyn
4164,138,197,0,karyn
4165,180,212,1,karyn
4166,136,196,1,karyn
4167,148,218,0,karyn
4168,164,171,0,karyn
4169,163,175,1,karyn
417,159,206,0,karyn
4170,168,188,1,karyn
4171,138,192,1,karyn
4172,144,160,1,karyn
4173,210,220,1,karyn
4174,149,171,1,karyn
4175,161,171,1,karyn
4176,125,208,1,karyn
4177,123,194,1,karyn
4178,204,207,0,karyn
4179,155,185,1,karyn
418,154,196,1,karyn
4180,179,207,0,karyn
4181,170,135,1,karyn
4182,145,164,1,karyn
4183,179,136,0,karyn
4184,191,195,1,karyn
4185,156,209,1,karyn
4186,202,133,0,karyn
4187,145,214,0,karyn
4188,165,169,1,karyn
4189,145,192,1,karyn
419,150,212,1,karyn
4190,122,153,0,karyn
4191,152,181,0,karyn
4192,146,166,1,karyn
4193,183,197,1,karyn
4194,138,218,0,karyn
4195,152,125,0,karyn
4196,122,123,1,karyn
4197,190,159,0,karyn
4198,158,179,1,karyn
4199,141,219,1,karyn
42,145,218,0,karyn
420,141,149,0,karyn
4200,215,175,1,karyn
4201,209,216,0,karyn
4202,145,207,0,karyn
4203,129,180,0,karyn
4204,131,163,0,karyn
4205,157,206,0,karyn
4206,151,180,0,karyn
4207,186,203,0,karyn
4208,168,187,0,karyn
4209,211,170,1,karyn
421,142,214,1,karyn
4210,200,128,1,karyn
4211,151,206,0,karyn
4212,144,145,0,karyn
4213,135,171,0,karyn
4214,154,177,0,karyn
4215,123,203,0,karyn
4216,173,202,1,karyn
4217,154,175,0,karyn
4218,122,133,1,karyn
4219,160,209,0,karyn
422,122,151,1,karyn
4220,141,158,1,karyn
4221,145,140,1,karyn
4222,184,205,0,karyn
4223,150,196,1,karyn
4224,137,163,0,karyn
4225,155,163,0,karyn
4226,135,180,0,karyn
4227,126,158,0,karyn
4228,184,218,0,karyn
4229,185,198,1,karyn
423,209,210,0,karyn
4230,128,167,0,karyn
4231,133,167,0,karyn
4232,147,188,1,karyn
4233,140,183,1,karyn
4234,126,206,1,karyn
4235,156,178,0,karyn
4236,152,195,1,karyn
4237,151,170,0,karyn
4238,121,135,1,karyn
4239,126,168,1,karyn
424,161,209,1,karyn
4240,154,169,0,karyn
4241,162,200,0,karyn
4242,196,213,0,karyn
4243,140,218,0,karyn
4244,153,156,1,karyn
4245,142,145,1,karyn
4246,145,158,1,karyn
4247,204,211,0,karyn
4248,149,196,1,karyn
4249,138,194,0,karyn
425,135,201,0,karyn
4250,158,198,1,karyn
4251,153,218,0,karyn
4252,177,213,1,karyn
4253,157,215,1,karyn
4254,143,152,1,karyn
4255,172,190,1,karyn
4256,140,184,1,karyn
4257,131,209,0,karyn
4258,193,155,1,karyn
4259,127,134,1,karyn
426,164,175,0,karyn
4260,136,159,0,karyn
4261,126,174,1,karyn
4262,206,199,0,karyn
4263,177,142,0,karyn
4264,124,199,0,karyn
4265,125,130,0,karyn
4266,156,173,0,karyn
4267,138,149,0,karyn
4268,214,157,1,karyn
4269,130,219,1,karyn
427,177,181,0,karyn
4270,150,171,1,karyn
4271,151,161,0,karyn
4272,140,191,1,karyn
4273,143,217,1,karyn
4274,122,190,1,karyn
4275,150,203,0,karyn
4276,217,126,0,karyn
4277,178,186,0,karyn
4278,148,213,1,karyn
4279,194,214,0,karyn
428,178,213,0,karyn
4280,161,211,0,karyn
4281,188,194,0,karyn
4282,152,161,1,karyn
4283,207,152,1,karyn
4284,173,216,0,karyn
4285,146,182,0,karyn
4286,189,204,1,karyn
4287,179,218,0,karyn
4288,149,191,1,karyn
4289,213,126,0,karyn
429,145,168,1,karyn
4290,148,210,0,karyn
4291,186,216,1,karyn
4292,188,197,0,karyn
4293,187,174,1,karyn
4294,177,182,0,karyn
4295,150,153,0,karyn
4296,129,151,1,karyn
4297,129,176,1,karyn
4298,145,173,1,karyn
4299,137,139,1,karyn
43,184,143,0,karyn
430,162,189,1,karyn
4300,142,219,1,karyn
4301,157,178,1,karyn
4302,164,139,0,karyn
4303,143,170,1,karyn
4304,126,156,1,karyn
4305,210,180,0,karyn
4306,162,180,0,karyn
4307,174,186,0,karyn
4308,159,205,1,karyn
4309,145,216,0,karyn
431,148,219,1,karyn
4310,127,166,1,karyn
4311,132,207,0,karyn
4312,125,181,0,karyn
4313,151,205,0,karyn
4314,121,153,0,karyn
4315,209,215,0,karyn
4316,207,210,1,karyn
4317,146,173,0,karyn
4318,139,127,0,karyn
4319,190,127,0,karyn
432,183,171,0,karyn
4320,126,165,0,karyn
4321,155,186,0,karyn
4322,137,175,1,karyn
4323,147,148,0,karyn
4324,159,184,1,karyn
4325,168,198,1,karyn
4326,189,220,0,karyn
4327,186,208,1,karyn
4328,134,209,1,karyn
4329,147,186,0,karyn
433,174,205,1,karyn
4330,153,203,0,karyn
4331,146,190,1,karyn
4332,165,179,1,karyn
4333,172,197,1,karyn
4334,155,192,1,karyn
4335,202,134,0,karyn
4336,131,177,0,karyn
4337,151,198,1,karyn
4338,140,159,1,karyn
4339,147,154,1,karyn
434,149,150,1,karyn
4340,143,194,1,karyn
4341,130,155,1,karyn
4342,156,183,1,karyn
4343,160,194,1,karyn
4344,202,214,0,karyn
4345,209,122,0,karyn
4346,177,210,0,karyn
4347,186,218,1,karyn
4348,206,193,0,karyn
4349,154,215,0,karyn
435,128,177,0,karyn
4350,168,172,1,karyn
4351,172,166,1,karyn
4352,176,121,0,karyn
4353,198,207,0,karyn
4354,123,192,1,karyn
4355,188,211,0,karyn
4356,173,179,1,karyn
4357,148,177,1,karyn
4358,147,153,0,karyn
4359,134,141,0,karyn
436,156,181,0,karyn
4360,134,167,1,karyn
4361,219,175,0,karyn
4362,187,203,1,karyn
4363,133,192,1,karyn
4364,123,130,0,karyn
4365,190,191,0,karyn
4366,163,210,0,karyn
4367,171,143,0,karyn
4368,150,206,0,karyn
4369,150,194,1,karyn
437,153,157,1,karyn
4370,167,149,0,karyn
4371,169,171,1,karyn
4372,202,219,0,karyn
4373,128,130,0,karyn
4374,136,185,1,karyn
4375,126,155,1,karyn
4376,189,209,0,karyn
4377,121,194,1,karyn
4378,171,194,0,karyn
4379,125,179,1,karyn
438,181,212,1,karyn
4380,156,180,0,karyn
4381,153,166,1,karyn
4382,123,141,0,karyn
4383,154,211,0,karyn
4384,213,173,0,karyn
4385,196,218,0,karyn
4386,147,209,1,karyn
4387,123,204,1,karyn
4388,123,174,1,karyn
4389,203,215,1,karyn
439,165,198,1,karyn
4390,172,186,0,karyn
4391,196,209,0,karyn
4392,200,127,1,karyn
4393,175,209,1,karyn
4394,153,173,1,karyn
4395,182,216,0,karyn
4396,166,190,0,karyn
4397,130,160,1,karyn
4398,179,194,0,karyn
4399,151,157,0,karyn
44,218,209,1,karyn
440,135,149,0,karyn
4400,158,206,0,karyn
4401,123,125,0,karyn
4402,129,137,0,karyn
4403,170,177,0,karyn
4404,165,191,0,karyn
4405,149,167,1,karyn
4406,154,210,0,karyn
4407,146,158,0,karyn
4408,166,217,0,karyn
4409,179,181,0,karyn
441,128,149,0,karyn
4410,217,219,1,karyn
4411,182,211,0,karyn
4412,149,184,1,karyn
4413,161,148,0,karyn
4414,138,158,0,karyn
4415,151,171,1,karyn
4416,132,181,0,karyn
4417,144,159,0,karyn
4418,182,208,1,karyn
4419,149,211,1,karyn
442,151,153,0,karyn
4420,132,198,1,karyn
4421,136,216,0,karyn
4422,184,208,0,karyn
4423,171,137,0,karyn
4424,167,175,1,karyn
4425,147,168,0,karyn
4426,158,199,0,karyn
4427,121,171,1,karyn
4428,140,144,1,karyn
4429,127,210,1,karyn
443,137,181,0,karyn
4430,163,202,1,karyn
4431,151,194,0,karyn
4432,125,177,1,karyn
4433,178,170,0,karyn
4434,165,160,1,karyn
4435,189,190,0,karyn
4436,143,216,0,karyn
4437,153,192,1,karyn
4438,167,140,0,karyn
4439,127,177,1,karyn
444,181,197,1,karyn
4440,174,181,0,karyn
4441,128,171,0,karyn
4442,123,195,1,karyn
4443,122,127,0,karyn
4444,136,211,0,karyn
4445,167,170,1,karyn
4446,130,193,1,karyn
4447,126,212,1,karyn
4448,129,208,1,karyn
4449,129,178,1,karyn
445,212,157,0,karyn
4450,123,198,1,karyn
4451,186,191,1,karyn
4452,150,191,0,karyn
4453,136,150,0,karyn
4454,134,182,0,karyn
4455,125,217,1,karyn
4456,140,206,1,karyn
4457,133,159,0,karyn
4458,174,136,1,karyn
4459,126,184,1,karyn
446,158,177,1,karyn
4460,124,135,1,karyn
4461,136,173,0,karyn
4462,143,183,1,karyn
4463,163,173,1,karyn
4464,171,218,0,karyn
4465,195,131,0,karyn
4466,171,217,0,karyn
4467,213,198,1,karyn
4468,138,155,0,karyn
4469,185,170,0,karyn
447,175,199,0,karyn
4470,175,191,0,karyn
4471,137,206,0,karyn
4472,157,177,1,karyn
4473,210,214,0,karyn
4474,126,208,1,karyn
4475,141,185,1,karyn
4476,130,165,1,karyn
4477,156,182,0,karyn
4478,169,128,1,karyn
4479,163,169,1,karyn
448,132,179,1,karyn
4480,142,204,1,karyn
4481,187,193,1,karyn
4482,142,178,1,karyn
4483,198,217,0,karyn
4484,131,155,0,karyn
4485,125,220,1,karyn
4486,154,189,1,karyn
4487,140,210,0,karyn
4488,123,218,0,karyn
4489,147,180,0,karyn
449,157,196,1,karyn
4490,134,212,1,karyn
4491,178,208,0,karyn
4492,193,134,1,karyn
4493,168,160,1,karyn
4494,208,170,1,karyn
4495,127,157,1,karyn
4496,129,206,0,karyn
4497,165,137,1,karyn
4498,208,211,0,karyn
4499,153,137,1,karyn
45,165,210,1,karyn
450,135,160,1,karyn
4500,150,168,0,karyn
4501,162,210,1,karyn
4502,135,198,0,karyn
4503,142,210,1,karyn
4504,144,174,0,karyn
4505,150,138,1,karyn
4506,132,145,0,karyn
4507,121,130,0,karyn
4508,173,202,1,karyn
4509,135,216,0,karyn
451,123,177,1,karyn
4510,126,193,0,karyn
4511,136,209,0,karyn
4512,146,218,0,karyn
4513,137,149,0,karyn
4514,176,192,1,karyn
4515,216,220,1,karyn
4516,157,133,1,karyn
4517,186,189,1,karyn
4518,127,206,1,karyn
4519,154,171,0,karyn
452,194,205,0,karyn
4520,189,201,0,karyn
4521,149,194,1,karyn
4522,180,219,1,karyn
4523,180,194,1,karyn
4524,126,207,0,karyn
4525,122,187,0,karyn
4526,165,171,1,karyn
4527,136,154,0,karyn
4528,176,213,0,karyn
4529,156,201,0,karyn
453,174,184,1,karyn
4530,148,197,1,karyn
4531,126,157,1,karyn
4532,134,215,1,karyn
4533,161,188,1,karyn
4534,142,175,1,karyn
4535,123,133,1,karyn
4536,148,214,0,karyn
4537,197,217,0,karyn
4538,142,155,1,karyn
4539,218,164,1,karyn
454,181,167,1,karyn
4540,167,181,0,karyn
4541,195,199,0,karyn
4542,134,165,0,karyn
4543,154,167,0,karyn
4544,122,166,1,karyn
4545,157,201,1,karyn
4546,204,138,0,karyn
4547,154,212,0,karyn
4548,203,151,1,karyn
4549,146,198,1,karyn
455,151,192,0,karyn
4550,204,210,0,karyn
4551,172,198,1,karyn
4552,150,208,1,karyn
4553,143,198,1,karyn
4554,183,201,0,karyn
4555,156,177,0,karyn
4556,147,217,1,karyn
4557,129,213,1,karyn
4558,176,191,0,karyn
4559,205,134,0,karyn
456,160,180,0,karyn
4560,205,211,0,karyn
4561,163,219,1,karyn
4562,210,185,1,karyn
4563,159,163,1,karyn
4564,148,166,1,karyn
4565,128,213,0,karyn
4566,144,201,0,karyn
4567,191,205,1,karyn
4568,188,216,0,karyn
4569,150,157,0,karyn
457,162,188,1,karyn
4570,144,168,0,karyn
4571,125,143,0,karyn
4572,192,203,0,karyn
4573,190,194,0,karyn
4574,211,156,1,karyn
4575,144,161,0,karyn
4576,208,213,0,karyn
4577,126,185,1,karyn
4578,181,193,1,karyn
4579,122,183,1,karyn
458,161,199,0,karyn
4580,148,215,1,karyn
4581,159,173,1,karyn
4582,190,211,0,karyn
4583,194,209,1,karyn
4584,124,144,0,karyn
4585,185,166,1,karyn
4586,207,216,0,karyn
4587,201,218,0,karyn
4588,209,182,0,karyn
4589,192,207,0,karyn
459,148,158,0,karyn
4590,185,191,0,karyn
4591,184,204,1,karyn
4592,132,177,1,karyn
4593,202,137,0,karyn
4594,191,214,0,karyn
4595,174,176,0,karyn
4596,137,195,1,karyn
4597,171,187,0,karyn
4598,146,176,1,karyn
4599,164,168,0,karyn
46,126,186,0,karyn
460,140,164,1,karyn
4600,125,150,0,karyn
4601,148,201,1,karyn
4602,200,220,1,karyn
4603,135,218,0,karyn
4604,211,187,1,karyn
4605,178,187,0,karyn
4606,164,199,0,karyn
4607,129,185,1,karyn
4608,206,210,0,karyn
4609,159,218,0,karyn
461,215,188,1,karyn
4610,204,181,0,karyn
4611,133,141,0,karyn
4612,148,192,1,karyn
4613,175,179,1,karyn
4614,179,142,0,karyn
4615,137,173,0,karyn
4616,144,197,1,karyn
4617,165,185,1,karyn
4618,181,173,1,karyn
4619,168,191,0,karyn
462,152,189,1,karyn
4620,128,169,0,karyn
4621,141,142,0,karyn
4622,157,218,0,karyn
4623,185,189,1,karyn
4624,152,218,0,karyn
4625,185,130,0,karyn
4626,125,166,1,karyn
4627,173,205,1,karyn
4628,200,189,1,karyn
4629,129,209,1,karyn
463,190,195,1,karyn
4630,136,213,0,karyn
4631,142,215,1,karyn
4632,121,123,0,karyn
4633,143,210,1,karyn
4634,189,188,1,karyn
4635,178,200,0,karyn
4636,140,175,1,karyn
4637,200,139,1,karyn
4638,152,205,1,karyn
4639,182,142,1,karyn
464,141,160,1,karyn
4640,138,147,0,karyn
4641,134,218,0,karyn
4642,151,189,1,karyn
4643,134,193,0,karyn
4644,136,155,0,karyn
4645,193,207,1,karyn
4646,132,210,0,karyn
4647,122,155,1,karyn
4648,205,154,1,karyn
4649,166,201,0,karyn
465,133,135,1,karyn
4650,158,217,1,karyn
4651,156,202,1,karyn
4652,156,171,1,karyn
4653,164,218,0,karyn
4654,147,187,0,karyn
4655,159,121,1,karyn
4656,170,187,0,karyn
4657,135,195,0,karyn
4658,142,139,1,karyn
4659,128,212,0,karyn
466,193,217,1,karyn
