Row Labels,img0,img1,rank0,rank1,rankDiff,jason,jim,karyn,kelly,maria,mike,mikeR,mikeS,nina,paul,pete,susan,testuser4,1s,`-1s,totalCount,agreementRatio
256,252,267,10,25,15,1,1,-1,1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
257,253,268,34,33,1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,4,9,13,0.69
258,247,274,20,11,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
259,260,269,28,21,7,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,11,13,0.85
260,265,278,22,4,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
261,261,269,8,21,13,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
262,253,265,34,22,12,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,11,13,0.85
263,250,267,1,25,24,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
264,257,275,16,30,14,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,10,3,13,0.77
265,246,260,9,28,19,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
266,250,275,1,30,29,1,1,1,1,-1,1,1,1,1,1,1,1,1,12,1,13,0.92
267,248,265,24,22,2,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,6,7,13,0.54
268,260,261,28,8,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
269,255,264,27,32,5,-1,1,-1,1,1,1,1,1,1,1,1,1,1,11,2,13,0.85
270,265,271,22,12,10,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,4,9,13,0.69
271,252,265,10,22,12,1,1,-1,1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
272,248,256,24,26,2,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,10,3,13,0.77
273,258,265,3,22,19,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
274,262,275,13,30,17,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
275,252,275,10,30,20,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
276,250,277,1,29,28,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
277,257,261,16,8,8,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,2,11,13,0.85
278,262,271,13,12,1,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,1,7,6,13,0.54
279,264,269,32,21,11,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,10,13,0.77
280,262,252,13,10,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,11,13,0.85
281,260,248,28,24,4,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,5,8,13,0.62
282,253,262,34,13,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
283,248,269,24,21,3,1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,7,6,13,0.54
284,275,255,30,27,3,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,3,10,13,0.77
285,262,270,13,23,10,1,1,-1,1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
286,252,264,10,32,22,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
287,249,252,2,10,8,1,-1,1,1,-1,1,-1,1,1,1,-1,1,-1,8,5,13,0.62
288,246,264,9,32,23,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
289,254,262,5,13,8,1,1,1,1,-1,1,1,1,1,1,1,1,1,12,1,13,0.92
290,275,259,30,18,12,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,2,11,13,0.85
291,256,259,26,18,8,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,2,11,13,0.85
292,276,258,15,3,12,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
293,264,272,32,17,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
294,256,271,26,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
295,261,267,8,25,17,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
296,249,255,2,27,25,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
297,250,260,1,28,27,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
298,264,276,32,15,17,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,12,13,0.92
299,258,277,3,29,26,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
300,251,258,7,3,4,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,3,10,13,0.77
301,275,264,30,32,2,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,6,7,13,0.54
302,278,273,4,6,2,-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,7,6,13,0.54
303,249,278,2,4,2,1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,8,5,13,0.62
304,247,263,20,14,6,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
305,279,251,19,7,12,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,11,13,0.85
306,248,255,24,27,3,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,10,3,13,0.77
307,252,257,10,16,6,1,1,-1,1,1,1,1,1,-1,1,1,1,1,11,2,13,0.85
308,262,279,13,19,6,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,10,3,13,0.77
309,267,258,25,3,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
310,263,279,14,19,5,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,10,3,13,0.77
311,253,263,34,14,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
312,247,278,20,4,16,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
313,248,264,24,32,8,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,9,4,13,0.69
314,250,256,1,26,25,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
315,268,274,33,11,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
316,252,278,10,4,6,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,5,8,13,0.62
317,248,270,24,23,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,7,6,13,0.54
318,268,272,33,17,16,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,2,11,13,0.85
319,249,271,2,12,10,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
320,268,277,33,29,4,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
321,257,279,16,19,3,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,9,4,13,0.69
322,251,253,7,34,27,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
323,269,270,21,23,2,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,7,6,13,0.54
324,268,247,33,20,13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,11,13,0.85
325,256,258,26,3,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
326,256,267,26,25,1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,4,9,13,0.69
327,249,265,2,22,20,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
328,258,276,3,15,12,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
329,279,249,19,2,17,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,3,10,13,0.77
330,251,248,7,24,17,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
331,246,271,9,12,3,1,-1,1,1,-1,1,1,1,1,1,1,1,1,11,2,13,0.85
332,256,273,26,6,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
333,248,278,24,4,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
334,247,267,20,25,5,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,9,4,13,0.69
335,261,278,8,4,4,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,7,6,13,0.54
336,254,266,5,31,26,1,1,1,1,-1,1,1,1,1,1,1,1,-1,11,2,13,0.85
337,252,273,10,6,4,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,5,8,13,0.62
338,257,265,16,22,6,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,7,6,13,0.54
339,259,261,18,8,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
340,263,266,14,31,17,1,1,1,1,-1,1,1,1,1,1,1,1,-1,11,2,13,0.85
341,253,266,34,31,3,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,9,4,13,0.69
342,259,275,18,30,12,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
343,256,264,26,32,6,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,9,4,13,0.69
344,255,271,27,12,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,12,13,0.92
345,260,268,28,33,5,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,10,3,13,0.77
346,250,259,1,18,17,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
347,264,256,32,26,6,-1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,6,7,13,0.54
348,255,259,27,18,9,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,4,9,13,0.69
349,277,254,29,5,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
350,269,265,21,22,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,6,7,13,0.54
351,248,253,24,34,10,1,1,-1,1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
352,276,246,15,9,6,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,11,13,0.85
353,252,279,10,19,9,1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,9,4,13,0.69
354,270,277,23,29,6,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,6,7,13,0.54
355,255,262,27,13,14,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,11,13,0.85
356,251,270,7,23,16,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
357,260,263,28,14,14,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
358,251,257,7,16,9,1,1,1,1,-1,1,1,1,1,1,1,1,1,12,1,13,0.92
359,251,277,7,29,22,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
360,279,256,19,26,7,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,9,4,13,0.69
361,269,274,21,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,12,13,0.92
362,258,254,3,5,2,-1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,8,5,13,0.62
363,247,250,20,1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
364,256,274,26,11,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
365,249,270,2,23,21,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
366,254,271,5,12,7,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
367,247,258,20,3,17,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
368,261,276,8,15,7,1,1,1,1,1,1,-1,1,1,1,1,1,1,12,1,13,0.92
369,254,278,5,4,1,1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,6,7,13,0.54
370,260,271,28,12,16,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
371,270,250,23,1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
372,252,255,10,27,17,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
373,270,275,23,30,7,-1,1,1,1,-1,1,1,1,1,1,1,1,1,11,2,13,0.85
374,269,271,21,12,9,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
375,250,251,1,7,6,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,10,3,13,0.77
376,252,269,10,21,11,1,1,-1,1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
377,258,263,3,14,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
378,266,268,31,33,2,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,5,8,13,0.62
379,260,267,28,25,3,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,6,7,13,0.54
380,272,277,17,29,12,-1,1,1,1,1,1,1,-1,1,1,1,1,1,11,2,13,0.85
381,249,253,2,34,32,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
382,253,255,34,27,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
383,279,277,19,29,10,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,10,3,13,0.77
384,257,274,16,11,5,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,11,13,0.85
385,272,275,17,30,13,1,1,1,1,-1,1,1,1,-1,1,1,1,1,11,2,13,0.85
386,254,259,5,18,13,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
387,269,267,21,25,4,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,9,4,13,0.69
388,249,248,2,24,22,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
389,257,270,16,23,7,-1,1,1,1,1,1,1,1,1,1,1,-1,1,11,2,13,0.85
390,265,254,22,5,17,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
391,256,268,26,33,7,1,1,1,1,1,1,1,1,1,1,1,1,-1,12,1,13,0.92
392,250,263,1,14,13,1,-1,1,1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
393,255,267,27,25,2,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,8,5,13,0.62
394,248,260,24,28,4,1,1,-1,-1,1,-1,1,1,1,-1,1,-1,1,8,5,13,0.62
395,254,264,5,32,27,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
396,258,275,3,30,27,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
397,249,267,2,25,23,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
398,248,258,24,3,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
399,253,269,34,21,13,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
400,246,268,9,33,24,1,1,1,1,-1,1,1,1,1,1,1,1,1,12,1,13,0.92
401,249,268,2,33,31,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
402,264,274,32,11,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
403,257,264,16,32,16,-1,1,1,1,1,1,-1,1,1,1,1,1,1,11,2,13,0.85
404,248,257,24,16,8,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,6,7,13,0.54
405,265,274,22,11,11,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
406,262,278,13,4,9,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,3,10,13,0.77
407,258,264,3,32,29,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
408,246,269,9,21,12,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
409,260,258,28,3,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,12,13,0.92
410,247,271,20,12,8,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,3,10,13,0.77
411,279,268,19,33,14,1,1,1,1,1,1,1,-1,1,1,1,1,1,12,1,13,0.92
412,272,273,17,6,11,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
413,251,266,7,31,24,1,1,1,1,-1,1,1,1,1,1,1,1,1,12,1,13,0.92
414,261,274,8,11,3,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,6,7,13,0.54
415,256,265,26,22,4,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,6,7,13,0.54
416,248,268,24,33,9,1,1,1,1,-1,1,1,1,1,1,1,1,-1,11,2,13,0.85
417,246,251,9,7,2,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,-1,7,6,13,0.54
418,268,258,33,3,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
419,264,278,32,4,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
420,255,273,27,6,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
421,277,274,29,11,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
422,248,252,24,10,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
423,272,279,17,19,2,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,5,8,13,0.62
424,248,259,24,18,6,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,5,8,13,0.62
425,271,277,12,29,17,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
426,247,266,20,31,11,1,1,1,1,-1,1,1,1,-1,1,1,1,1,11,2,13,0.85
427,259,277,18,29,11,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,8,5,13,0.62
428,278,279,4,19,15,1,-1,1,1,-1,1,1,1,1,1,1,1,1,11,2,13,0.85
429,259,246,18,9,9,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
430,253,274,34,11,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
431,267,269,25,21,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,2,11,13,0.85
432,258,262,3,13,10,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,10,3,13,0.77
433,272,276,17,15,2,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,11,13,0.85
434,273,262,6,13,7,1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,9,4,13,0.69
435,275,274,30,11,19,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
436,264,266,32,31,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,9,4,13,0.69
437,259,274,18,11,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
438,250,279,1,19,18,1,1,1,1,-1,1,1,1,1,1,1,1,-1,11,2,13,0.85
439,259,255,18,27,9,1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,7,6,13,0.54
440,254,273,5,6,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,10,3,13,0.77
441,261,271,8,12,4,1,1,1,1,1,1,1,1,1,1,-1,1,1,12,1,13,0.92
442,251,263,7,14,7,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,10,3,13,0.77
443,255,260,27,28,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,9,4,13,0.69
444,247,249,20,2,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
445,265,247,22,20,2,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,9,4,13,0.69
446,246,267,9,25,16,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
447,258,271,3,12,9,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
448,263,273,14,6,8,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,6,7,13,0.54
449,249,263,2,14,12,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,8,5,13,0.62
450,247,270,20,23,3,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,5,8,13,0.62
451,255,268,27,33,6,1,1,1,1,-1,1,1,1,1,1,1,1,-1,11,2,13,0.85
452,269,254,21,5,16,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,11,13,0.85
453,250,253,1,34,33,1,1,1,1,1,-1,1,1,1,1,1,1,1,12,1,13,0.92
454,274,251,11,7,4,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,5,8,13,0.62
455,264,258,32,3,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
456,261,275,8,30,22,1,1,1,1,1,1,1,1,-1,1,1,1,1,12,1,13,0.92
457,267,276,25,15,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
458,250,267,1,25,24,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
459,256,263,26,14,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
460,253,259,34,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
461,262,273,13,6,7,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,4,9,13,0.69
462,252,272,10,17,7,1,1,-1,1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
463,266,269,31,21,10,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,11,13,0.85
464,259,279,18,19,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,6,7,13,0.54
465,259,271,18,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,12,13,0.92
466,258,274,3,11,8,1,1,1,1,-1,1,1,1,1,1,1,1,-1,11,2,13,0.85
467,246,253,9,34,25,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
468,262,267,13,25,12,1,1,-1,1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
469,278,255,4,27,23,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
470,251,279,7,19,12,1,1,1,1,-1,1,1,1,1,1,1,1,-1,11,2,13,0.85
471,265,261,22,8,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
472,257,277,16,29,13,-1,1,1,1,1,1,1,-1,1,1,1,1,1,11,2,13,0.85
473,254,275,5,30,25,1,1,1,1,-1,1,1,1,1,1,1,1,1,12,1,13,0.92
474,270,279,23,19,4,-1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,6,7,13,0.54
475,259,262,18,13,5,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,3,10,13,0.77
476,257,267,16,25,9,1,1,1,1,1,1,1,-1,1,1,1,1,1,12,1,13,0.92
477,255,274,27,11,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
478,278,271,4,12,8,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,10,3,13,0.77
479,254,279,5,19,14,1,1,1,1,-1,1,1,1,1,1,1,1,-1,11,2,13,0.85
480,275,276,30,15,15,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,2,11,13,0.85
481,266,275,31,30,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,7,6,13,0.54
482,269,277,21,29,8,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,8,5,13,0.62
483,259,264,18,32,14,1,1,1,1,1,1,1,1,1,1,1,1,-1,12,1,13,0.92
484,260,270,28,23,5,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,4,9,13,0.69
485,252,260,10,28,18,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
486,269,273,21,6,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
487,261,250,8,1,7,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,11,13,0.85
488,268,273,33,6,27,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
489,262,274,13,11,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,2,11,13,0.85
490,251,268,7,33,26,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
491,248,276,24,15,9,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,4,9,13,0.69
492,253,264,34,32,2,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,3,10,13,0.77
493,269,275,21,30,9,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,9,4,13,0.69
494,269,247,21,20,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,8,5,13,0.62
495,246,270,9,23,14,1,-1,1,1,1,1,1,1,1,1,1,1,1,12,1,13,0.92
496,273,248,6,24,18,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
497,265,273,22,6,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
498,276,277,15,29,14,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
499,271,279,12,19,7,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,10,3,13,0.77
500,256,279,26,19,7,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,5,8,13,0.62
501,253,276,34,15,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,13,1.00
502,275,277,30,29,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,2,11,13,0.85
503,260,256,28,26,2,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,6,7,13,0.54
504,249,275,2,30,28,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
505,250,255,1,27,26,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,13,1.00
506,272,262,17,13,4,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,5,8,13,0.62
507,262,268,13,33,20,1,1,-1,1,1,1,1,1,1,1,1,1,-1,11,2,13,0.85
508,257,259,16,18,2,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,6,7,13,0.54
509,269,248,21,24,3,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1,6,7,13,0.54
510,250,276,1,15,14,1,1,1,1,1,1,1,1,1,1,1,1,-1,12,1,13,0.92
511,275,273,30,6,24,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,12,13,0.92
512,251,276,7,15,8,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,10,3,13,0.77
